id;usig_id;estacion;usigLat;"usigLong	"
6;1;FACULTAD DE DERECHO;106690.0700033961620647;105021.9467393815284595
3;2;RETIRO;108116.8044073329219827;104065.6636622670921497
5;3;ADUANA;108656.4991851976083126;101995.9128345169592649
7;4;PLAZA ROMA;108607.4383668640803080;103090.2456425585987745
8;5;PLAZA ITALIA;103881.3350560911931098;"105450.7710932315530954	"
9;6;PARQUE LEZAMA;108596.2749999999941792;"100281.4035884721961338	"
10;7;OBELISCO;107546.4828795804787660;"102543.9366457084543072	"
15;8;CONGRESO;106791.4847175571048865;"102142.9554275288246572	"
16;9;PARQUE LAS HERAS;105152.0866602541209431;"105030.0304865836951649	"
17;10;PUERTO MADERO - UCA;108946.9669553048152011;"101517.5804169874027139	"
18;11;TRIBUNALES;107180.3445819113985635;"103098.6493025453819428	"
19;12;PLAZA VICENTE LOPEZ;106746.9398522965930169;"103987.5790137892618077	"
20;13;ONCE;105200.5395734369521961;"102178.1950664154137485	"
21;14;PACIFICO;103393.0488295801478671;"105710.5258945339155616	"
22;15;VIRREY CEVALLOS;106834.9703561842616182;"100724.9735489568847697	"
23;16;PLAZA HOUSSAY;105927.9730065027979435;"103343.8109418320236728	"
24;17;PLAZA DE MAYO;108124.7150483105651801;"102138.6847819463291671	"
25;18;PLAZA ALMAGRO;104044.0954069215367781;"102549.9424669509753585	"
26;19;CMD;107586.2636584666179260;"97175.5211403298744699	"
27;20;INDEPENDENCIA;107595.4286276853963500;"101316.6903165584371891	"
28;21;PLAZA SAN MARTIN;107866.3571914743224625;"103753.4919408494606614	"
30;22;DISTRITO AUDIOVISUAL;101973.6781648603209760;"105461.4820181177638005	"
32;23;PARQUE PATRICIOS;104823.3154314726562006;"98970.8205388646747451	"
33;24;ARENALES;107405.8210453212814173;"103898.6324185825360473	"
34;25;SUIPACHA;107680.8625750006904127;"103211.0731048966845265	"
35;26;ALSINA;107569.7863748781674076;"102071.1632672858395381	"
37;27;PLAZA GUEMES;104290.7897926271980396;"104408.0002436541981297	"
36;28;EMMA DE LA BARRA;109145.0266172269621165;"103131.5534576928475872	"
38;29;MONTEVIDEO;106686.3290210929553723;"103290.4864962399442447	"
39;30;PLAZA BOEDO;104660.6015625000000000;"100711.1875000000000000	"
40;31;PLAZA EMILIO MITRE;106017.1374999999388820;"104524.1218749999097781	"
41;32;PARQUE CENTENARIO;102639.2109375001746230;"102310.9234374997904524	"
